epoch,train_total_loss,train_gender_loss,train_age_loss,train_gender_accuracy,train_age_mae,train_age_rmse,val_total_loss,val_gender_loss,val_age_loss,val_gender_accuracy,val_age_mae,val_age_rmse
1,12.062485170172076,0.5466943869906437,11.515790777721394,0.7516891007175405,12.003089226678911,16.792858635661414,10.54591765209257,0.49738377986578,10.048533934581128,0.7735583684950773,10.53259969247209,15.075259724259803
2,8.520499976741595,0.38690677922511124,8.133593214417942,0.8244906510239355,8.61238719908418,12.359151258788538,8.660939507678927,0.3898203532068706,8.27111917246243,0.8194092827004219,8.751629381139571,12.377229415024775
3,7.668407756436997,0.3440318291885197,7.3243759078152335,0.8464358665479496,7.799686594718175,11.179028427915602,8.186703676848808,0.36348850346064265,7.823215129975696,0.8312236286919831,8.302161571647547,11.623573823779015
4,6.953669078415126,0.31692221017291683,6.636746853597816,0.8593201696957,7.107709764466505,10.312987231132254,7.750981436567132,0.3532583555759425,7.397723019542238,0.8405063291139241,7.87916634045908,10.983368012836678
5,6.681969335103793,0.30284885540452405,6.379120489266434,0.8648195673807154,6.850300404023133,9.884094966374795,7.364582435457683,0.3257781171010684,7.038804311524296,0.8531645569620253,7.514297596948895,10.513491633437814
6,6.354715544812958,0.2847143836888786,6.070001160524693,0.8750327345100298,6.540851671936838,9.421428855862084,7.1616216933173975,0.3095275707637207,6.852094152238634,0.8644163150492264,7.329344544229628,10.19603505412949
7,6.018416175858269,0.2797639642826066,5.738652208705162,0.8779657466087047,6.2076018845960705,9.027976549348658,7.0095235100275355,0.28755464777664796,6.721968886352625,0.870323488045007,7.196469867346827,10.49915152758436
8,5.823615549833561,0.26667433312806726,5.556941223114562,0.8831508929974337,6.024189498646428,8.70642695253553,6.839405725374504,0.30218053793773036,6.537225144891967,0.8773558368495077,7.011622162509065,10.040837186038104
9,5.622033099521794,0.2559410230504557,5.366092075630012,0.8856125281516787,5.8327010783131215,8.415865490311358,6.821892992118911,0.2961144773349816,6.525778529010242,0.8734177215189873,7.00212506215113,9.932727722299107
10,5.539962612913921,0.25214087041859257,5.287821747686891,0.8883884146022102,5.754629977569956,8.329343587329442,6.714240012993792,0.2830787713643368,6.431161207421755,0.8765119549929676,6.90474429445763,10.003227777855304
11,5.281414479499577,0.24985040605414727,5.031564080458567,0.8888597915466401,5.4974539568018015,7.981490847012157,6.641937811699933,0.2846550799036495,6.357282702128092,0.8767932489451477,6.829880400280745,9.694769049354692
12,5.17998416965868,0.23581343783797448,4.944170727198092,0.8976588278426648,5.4097957723968495,7.802967509071245,7.8404053174326025,0.3063478948697762,7.534057448450188,0.869198312236287,8.015256505609397,10.803121946104966
13,4.986898352387676,0.23850939492423096,4.748388961194004,0.8947781909600377,5.211912908480652,7.575407468262263,6.886828727292947,0.2830914044430487,6.603737299150556,0.8787623066104079,7.077428851550138,9.85396160043338
14,4.93846508044704,0.234039586947599,4.704425502284204,0.8969255748179962,5.168607121695707,7.47107090478868,6.5182706282946965,0.28275530746549826,6.235515373970386,0.8779184247538678,6.708592003072532,9.47836482907161
15,4.832140237572169,0.22753371197088576,4.604606523350461,0.9009584664536742,5.067455960064307,7.323252375895675,6.576700487418517,0.32770755159787823,6.248992931725439,0.8571026722925457,6.721261948640504,9.620355339538396
16,4.739462332809689,0.22993585854442525,4.509526473121122,0.8986015817315246,4.97289082561076,7.190947418964019,6.45102649130734,0.2714248780208298,6.17960159178357,0.8874824191279888,6.650006730177567,9.738632497261698
17,4.526034029808938,0.22499784515012725,4.301036185930556,0.9038391033363012,4.763140562574266,6.901676218024689,6.5013421341672055,0.2871047890513255,6.214237353972745,0.889732770745429,6.689270474504989,9.55943327902654
18,4.468790067457849,0.2140409561304426,4.254749107415783,0.9065102393547373,4.71684535899707,6.81119414328874,6.947737143847845,0.2723968295273063,6.675340275288299,0.8846694796061885,7.1473814415696975,10.374607045423733
19,4.349532782485148,0.2105157871281427,4.13901699216808,0.908605247996648,4.599702371457333,6.648035456804831,6.521645759496676,0.26968245460178947,6.251963334278048,0.8922644163150493,6.721473829052116,9.771212453945349
20,4.352423351980932,0.2092901270978829,4.143133229184898,0.9069292410831195,4.604315172600121,6.6140001976420875,6.509996355435013,0.29920654094839566,6.210789859143993,0.8838255977496484,6.68514136463278,9.548074659085273
21,4.161392245479722,0.20304701059825672,3.958345228971496,0.9109621327187974,4.417667358347289,6.38190155167773,6.639696479346682,0.3336046764744988,6.306091768396219,0.8796061884669479,6.777557677793435,9.673472720604648
22,4.053286378944188,0.20100469102551624,3.8522816910736473,0.9133190174409469,4.310959609140616,6.19254201789893,6.475804203103196,0.2951608389029188,6.1806434035804205,0.8866385372714487,6.653254482950675,9.4843248621603
23,4.017933008626228,0.20483447093034074,3.8130985425690263,0.9107526318546064,4.272102747156803,6.154425218883359,6.500921005538747,0.2682653056921335,6.232655723453742,0.8919831223628693,6.703501602366001,9.56154425445542
24,3.944616909293827,0.19721258546360404,3.7474043267522332,0.9146283978421411,4.2042962233466925,6.0643699763200765,6.633729547052612,0.27518755060459493,6.358541992445033,0.8863572433192687,6.828269136538821,9.974464752442305
