epoch,train_total_loss,train_gender_loss,train_age_loss,train_gender_accuracy,train_age_mae,train_age_rmse,val_total_loss,val_gender_loss,val_age_loss,val_gender_accuracy,val_age_mae,val_age_rmse
1,12.476827082061808,0.57681964718452,11.900007412506424,0.7238778609961766,12.388168081620124,17.227782434043736,11.190458002640392,0.4836500683917275,10.706807961980335,0.7713080168776372,11.191423199917864,16.15688125722945
2,9.028780566723846,0.4198726656075665,8.608907875904572,0.8077305818886503,9.090037855414943,12.773452859558436,10.101555444151373,0.3986874137749652,9.702868013609981,0.8143459915611815,10.18465737558786,14.47861920503734
3,7.800897023105037,0.3549389401081502,7.44595807819789,0.840936468862934,7.923450699935431,11.226821288006633,7.745411509904177,0.3708884440226226,7.3745230676084965,0.829254571026723,7.85101427381384,11.01985961763263
4,7.213138289669626,0.31928576660688207,6.893852527111727,0.859529670559891,7.369036993423228,10.456512708312255,7.574513469164884,0.35810849264201233,7.216404942218764,0.8323488045007033,7.691371538937511,11.04273950540181
5,6.775942332959503,0.30609114091763956,6.46985120588005,0.8629864348190436,6.944502274124592,9.890481951289882,7.237260949930226,0.31848313520058635,6.918777844875674,0.8585091420534459,7.395612739745407,10.422761443836357
6,6.406494418415798,0.2907802606415038,6.115714160891418,0.8722044728434505,6.588015012941384,9.449566410886247,7.386452216002173,0.3173107507862622,7.069141459699757,0.8568213783403656,7.545768778568917,10.487794452553542
7,6.108003720601333,0.28094289738107164,5.827060809912392,0.8771801183679883,6.29833924436322,9.018899632020815,6.907100466099134,0.3134202860075713,6.593680148654514,0.8624472573839662,7.069542074941214,10.18218065364608
8,5.927524356889992,0.27093758351758623,5.656586770582291,0.8792227517938511,6.128002242870168,8.753799696175093,6.942741806899445,0.3142288276498663,6.628512986903452,0.8624472573839662,7.102267709294788,10.13870660470895
9,5.855368175170935,0.2647050630676049,5.590663107807725,0.8841983973183889,6.061008802412043,8.679040920728363,6.868519024372771,0.30607703314719487,6.562442012845883,0.8675105485232067,7.038446656561099,10.278148492139428
10,5.563218393327304,0.26104751137505094,5.302170880898643,0.883727020373959,5.771895116379366,8.285511688214383,6.804658495960692,0.28649957572357565,6.5181589370706075,0.8793248945147679,6.991908292059489,10.010173888528056
11,5.407138156546222,0.24811012839775254,5.159028033541389,0.890902424972503,5.6276836675976485,8.076148570862475,6.61729180675351,0.30731326083426064,6.309978573365889,0.8686357243319268,6.78193037459619,9.69808402194091
12,5.292755914996895,0.2421676704559282,5.05058823716726,0.8945686900958466,5.519430879886495,7.88819214943775,7.142479413135813,0.3173486913306804,6.825130678866316,0.8753867791842476,7.3027282328545295,10.086714295930165
13,5.142282346804283,0.2439814507473491,4.898300888564209,0.8947781909600377,5.3666625538610555,7.679317010524435,7.75424243132944,0.293382452107683,7.460859922685368,0.879887482419128,7.9346659943356626,11.175847395646036
14,5.008280343459462,0.23401511694170846,4.774265222025474,0.896716073953805,5.240997627333025,7.554515298477461,6.827290996921716,0.26809834837913515,6.559192618572594,0.8866385372714487,7.033908235574071,10.05765300838025
15,4.961888719178205,0.22730851813058958,4.7345801928466305,0.9010108416697219,5.201862129615413,7.432176085876683,6.489262960195206,0.2803417287295378,6.208921205008248,0.8911392405063291,6.6824054873610015,9.580992441565598
16,4.8234372370739935,0.22285656772098528,4.600580674734222,0.9037867281202535,5.0674970899851735,7.2352051723193505,6.507178238172571,0.31319715749949173,6.193981088029349,0.8742616033755274,6.665393384029426,9.707696706749955
17,4.5887919667816925,0.22569033396766638,4.363101637882278,0.8994395851882889,4.827631118079925,6.913086116206163,6.415094123443303,0.3219710843556373,6.0931230622840165,0.8751054852320675,6.564699051182314,9.463152703650472
18,4.571744073500573,0.21610259854221633,4.355641468557875,0.9060388624103074,4.821229717214879,6.875235503794335,6.93024633276144,0.2883520939430607,6.641894182508337,0.8829817158931083,7.117313150011538,10.004759636950418
19,4.470615566541667,0.21471393495784064,4.255901636663006,0.9087623736447913,4.719558922009365,6.769269171870578,6.723625307847679,0.287121952502201,6.436503371441247,0.8818565400843882,6.907067158587706,10.078984897087349
20,4.293141505445136,0.21158686985466557,4.081554625998721,0.9099146283978421,4.542712252816728,6.540511191133934,6.568400405797945,0.28543177011479137,6.282968616083202,0.8767932489451477,6.753459772681385,9.74110461247917
21,4.296498374991911,0.21031138591613888,4.086186987979238,0.9064578641386896,4.549596537254021,6.500533262933266,6.560685245766083,0.2688359640150969,6.291849274776153,0.8933895921237693,6.7669473597101355,9.616369170030154
22,4.1817144644064985,0.19830914959252952,3.9834053199836794,0.9140522704656157,4.44478456891489,6.363304255484204,6.5940433671202845,0.2962868782706066,6.297756507594542,0.8841068917018284,6.7675388427391,9.758038347018243
23,4.1012938131127505,0.19850604358422702,3.9027877707194927,0.9137380191693291,4.364338758086319,6.269295384941703,6.477998682818836,0.3123334136357958,6.16566529817219,0.8742616033755274,6.63571537409486,9.610861199505754
24,4.019356444464767,0.19457465729905493,3.824781788092889,0.9171424082124339,4.283770293941706,6.154667348350416,6.521740499729849,0.27224596968515347,6.249494531956068,0.889170182841069,6.722131422769839,9.831838045572656
25,4.012835596840621,0.19035680679704797,3.8224787840840455,0.9187660399099147,4.281729369767145,6.119543657259473,6.854647560226934,0.2656599133578031,6.588987629725461,0.8914205344585091,7.064060053443104,9.94931238931651
